Student,LPIPS,SSIM
110820001.png,0.5232716202735901,0.631279440513582
110820054.png,0.5620829463005066,0.6509231833885177
110820014.png,0.619197428226471,0.6347308993423881
109820017.png,0.6226764917373657,0.6364657261404328
110820043.png,0.6241380572319031,0.6195911985741015
112598018.png,0.6242827773094177,0.6241952382942461
110820032.png,0.6253878474235535,0.6142546588099685
109820011.png,0.6495535373687744,0.6279795323487944
